t,t_planning,a0,a1,a2,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,q2,q2dot,fk2_x,fk2_y,fk3_x,fk3_y,obst_0_0_0,obst_0_1_0,obst_0_2_0
0.0,0.0005352649999963432,-5.818895364440024e-06,0.0009136532604966186,0.0,0.07380426259083145,0.4006399212200905,0.0,0.0,-0.060019107204208895,0.0013213347240163533,0.07380426259083145,-0.060019107204208895,-8.775913719853194e-06,-0.00017551753912826786,0.07380426259083145,-0.060019107204208895,0.07380426259083145,-0.060019107204208895,1.5,0.0,0.0
0.05,0.0002405110000154309,-0.05461766089844633,0.27294956081088206,0.0,0.09880424804359306,0.4999997090552318,0.0,0.0,-0.05501682307109613,0.10004568266302516,0.09880424804359306,-0.05501682307109613,2.515821407045861e-07,2.703095295078992e-06,0.09880424804359306,-0.05501682307109613,0.09880424804359306,-0.05501682307109613,1.5,0.0,0.0
0.1,0.0002193379999937406,-0.07508484466166476,0.32839161666177935,0.0,0.1236676893441086,0.4972688260103095,0.0,0.0,-0.04933216503591776,0.11369316070356912,0.1236676893441086,-0.04933216503591776,1.4159661188656764e-07,2.6886439688637307e-06,0.1236676893441086,-0.04933216503591776,0.1236676893441086,-0.04933216503591776,1.5,0.0,0.0
0.15000000000000002,0.000290793999994321,-0.10459597710715451,0.39671816391286924,0.0,0.1483434185329697,0.49351458377722623,0.0,0.0,-0.04282652795908485,0.13011274153665783,0.1483434185329697,-0.04282652795908485,-6.097335212132738e-08,2.668801391414121e-06,0.1483434185329697,-0.04282652795908485,0.1483434185329697,-0.04282652795908485,1.5,0.0,0.0
0.2,0.00025684499999556465,-0.1472270952613166,0.4794116257586713,0.0,0.17275765777906302,0.4882847849218685,0.0,0.0,-0.03532909547246978,0.14994864973230085,0.17275765777906302,-0.03532909547246978,-3.9698870686372064e-07,2.6411915487559003e-06,0.17275765777906302,-0.03532909547246978,0.17275765777906302,-0.03532909547246978,1.5,0.0,0.0
0.25,0.00022065600001042185,-0.20830030656888998,0.5759847176673093,0.0,0.19680382928700288,0.4809234301588027,0.0,0.0,-0.02663313392145797,0.17391923102023374,0.19680382928700288,-0.02663313392145797,-9.257237062428524e-07,2.6023641703028394e-06,0.19680382928700288,-0.02663313392145797,0.19680382928700288,-0.02663313392145797,1.5,0.0,0.0
0.3,0.0003128120000042145,-0.29358483002621694,0.6814003468121079,0.0,0.22032925002852097,0.47050841483035816,0.0,0.0,-0.01649721057627764,0.2027184669035982,0.22032925002852097,-0.01649721057627764,-1.7305129806630509e-06,2.547455133112743e-06,0.22032925002852097,-0.01649721057627764,0.22032925002852097,-0.01649721057627764,1.5,0.0,0.0
0.35,0.00041643700001259276,-0.4063965219847183,0.7823257334613763,0.0,0.24312070869497335,0.4558291733290473,0.0,0.0,-0.004657786364066411,0.23678848424420224,0.24312070869497335,-0.004657786364066411,-2.9208306891985423e-06,2.4700368764005543e-06,0.24312070869497335,-0.004657786364066411,0.24312070869497335,-0.004657786364066411,1.5,0.0,0.0
0.39999999999999997,0.0003515429999936259,-0.5412245912016691,0.8543049455329493,0.0,0.2648961760564636,0.4355093472298114,0.0,0.0,0.009137452181799672,0.2759047709172692,0.2648961760564636,0.009137452181799672,-4.621360660530899e-06,2.362698758744037e-06,0.2648961760564636,0.009137452181799672,0.2648961760564636,0.009137452181799672,1.5,0.0,0.0
0.44999999999999996,0.0003130640000108542,-0.6755111440074244,0.86595277574162,0.0,0.28531858193995036,0.40844811766972794,0.0,0.0,0.025068453091500912,0.31862001819391444,0.28531858193995036,0.025068453091500912,-6.9324330876836235e-06,2.2192883119008756e-06,0.28531858193995036,0.025068453091500912,0.28531858193995036,0.025068453091500912,1.5,0.0,0.0
0.49999999999999994,0.00022232199998484248,-0.7696158161125843,0.7967359855355001,0.0,0.3040522099634177,0.3746725604693567,0.0,0.0,0.04316433594056088,0.36191765698099315,0.3040522099634177,0.04316433594056088,-9.853448257086188e-06,2.0394139798381784e-06,0.3040522099634177,0.04316433594056088,0.3040522099634177,0.04316433594056088,1.5,0.0,0.0
0.5499999999999999,0.0002145180000070468,-0.7879619911483756,0.6593716710380235,0.0,0.3208617984466042,0.3361917696637275,0.0,0.0,0.06325205875346591,0.4017544562577661,0.3208617984466042,0.06325205875346591,-1.3205902468629205e-05,1.8332342073744254e-06,0.3208617984466042,0.06325205875346591,0.3208617984466042,0.06325205875346591,1.5,0.0,0.0
0.6,0.00022813900000073772,-0.7288294825428916,0.497584375547209,0.0,0.3357014819519197,0.2967936701063087,0.0,0.0,0.0849882107439721,0.4347230398096659,0.3357014819519197,0.0849882107439721,-1.6651077460079197e-05,1.6208366862755586e-06,0.3357014819519197,0.0849882107439721,0.3357014819519197,0.0849882107439721,1.5,0.0,0.0
0.65,0.00023064699999508775,-0.6247048627638923,0.3538774606544868,0.0,0.3487190917508784,0.2603521959791641,0.0,0.0,0.10796832367335023,0.45960225858702575,0.3487190917508784,0.10796832367335023,-1.9841500517892058e-05,1.423354901561982e-06,0.3487190917508784,0.10796832367335023,0.3487190917508784,0.10796832367335023,1.5,0.0,0.0
0.7000000000000001,0.00022064899999918453,-0.5129853533267955,0.24624829651213576,0.0,0.3601749393929274,0.22911695284096947,0.0,0.0,0.13183313025436502,0.4772961316197501,0.3601749393929274,0.13183313025436502,-2.2574448184047456e-05,1.2534446490735864e-06,0.3601749393929274,0.13183313025436502,0.3601749393929274,0.13183313025436502,1.5,0.0,0.0
0.7500000000000001,0.00033416200000147,-0.41583379432240497,0.17280852950921502,0.0,0.3703483236516589,0.2034676851746297,0.0,0.0,0.15631355757665819,0.48960854644535723,0.3703483236516589,0.15631355757665819,-2.4814431161995118e-05,1.1135715993098383e-06,0.3703483236516589,0.15631355757665819,0.3703483236516589,0.15631355757665819,1.5,0.0,0.0
0.8000000000000002,0.0003167509999855156,-0.34077859729965954,0.12494136574914932,0.0,0.3794821234245846,0.18267599545850946,0.0,0.0,0.18122600622272206,0.4982489729208185,0.3794821234245846,0.18122600622272206,-2.662532766633922e-05,1.0000108085636627e-06,0.3794821234245846,0.18122600622272206,0.3794821234245846,0.18122600622272206,1.5,0.0,0.0
0.8500000000000002,0.00021161099999744692,-0.2880166450424584,0.09456187951910353,0.0,0.3877639767042604,0.16563706559352648,0.0,0.0,0.20645080828315604,0.5044960412082765,0.3877639767042604,0.20645080828315604,-2.8105001400272082e-05,9.06857487070313e-07,0.3877639767042604,0.20645080828315604,0.3877639767042604,0.20645080828315604,1.5,0.0,0.0
0.9000000000000002,0.0002779959999941184,-0.2555819124137758,0.07590590460191715,0.0,0.395325788371331,0.15123623334140357,0.0,0.0,0.23191201504238526,0.5092241351842323,0.395325788371331,0.23191201504238526,-2.9352498417194753e-05,8.280807380544829e-07,0.395325788371331,0.23191201504238526,0.395325788371331,0.23191201504238526,1.5,0.0,0.0
0.9500000000000003,0.00021271500000352717,-0.24172240422616043,0.06523742476261926,0.0,0.40224864525736675,0.13845713772071477,0.0,0.0,0.25756298656311827,0.5130194304143287,0.40224864525736675,0.25756298656311827,-3.045834287023822e-05,7.581507093124816e-07,0.40224864525736675,0.25756298656311827,0.40224864525736675,0.25756298656311827,1.5,0.0,0.0
1.0000000000000002,0.00020824300000299445,0.017796682521727853,-0.004356275922718519,0.0,0.40856719613283715,0.12637101750940674,0.0,0.0,0.28337705164575777,0.5162813016524602,0.40856719613283715,0.28337705164575777,-3.1505471782525045e-05,6.919992345316891e-07,0.40856719613283715,0.28337705164575777,0.40856719613283715,0.28337705164575777,1.5,0.0,0.0
1.0500000000000003,0.000334401999992906,0.021471561031211055,-0.00529504983028023,0.0,0.41493023871461227,0.12726085163549314,0.0,0.0,0.30918022603857315,0.5160634878563243,0.41493023871461227,0.30918022603857315,-3.1390986368563076e-05,6.968752385128997e-07,0.41493023871461227,0.30918022603857315,0.41493023871461227,0.30918022603857315,1.5,0.0,0.0
1.1000000000000003,0.00033171399999787354,0.026401421586726394,-0.006569078744053533,0.0,0.4213469601989647,0.1283344296870537,0.0,0.0,0.33497016280681186,0.5157987353648102,0.4213469601989647,0.33497016280681186,-3.125976141224987e-05,7.027582144638712e-07,0.4213469601989647,0.33497016280681186,0.4213469601989647,0.33497016280681186,1.5,0.0,0.0
1.1500000000000004,0.0004202089999978398,0.033312956273832676,-0.008379360564990418,0.0,0.427829685237284,0.12965450076639,0.0,0.0,0.36074367687819003,0.5154702814276074,0.427829685237284,0.36074367687819003,-3.1106113215022294e-05,7.099921155502015e-07,0.427829685237284,0.36074367687819003,0.427829685237284,0.36074367687819003,1.5,0.0,0.0
1.2000000000000004,0.0003293829999790887,0.043606006842823106,-0.011118351252359715,0.0,0.43439569266628814,0.13132014858008165,0.0,0.0,0.3864962425481553,0.5150513133993578,0.43439569266628814,0.3864962425481553,-3.092107891003213e-05,7.191201103442329e-07,0.43439569266628814,0.3864962425481553,0.43439569266628814,0.3864962425481553,1.5,0.0,0.0
1.2500000000000004,0.00027231900000401765,0.06035205216269827,-0.015660509695640507,0.0,0.4410707151123991,0.1335004489222228,0.0,0.0,0.41222101233998953,0.5144953958367398,0.4410707151123991,0.41222101233998953,-3.068938486828641e-05,7.310691813572085e-07,0.4410707151123991,0.41222101233998953,0.4410707151123991,0.41222101233998953,1.5,0.0,0.0
1.3000000000000005,0.00021657300001720614,0.09179020450211867,-0.024393736288961854,0.0,0.44789661768891736,0.1365180515303577,0.0,0.0,0.4379066308575834,0.5137123703519576,0.44789661768891736,0.4379066308575834,-3.0381923859689047e-05,7.476086632096197e-07,0.44789661768891736,0.4379066308575834,0.44789661768891736,0.4379066308575834,1.5,0.0,0.0
1.3500000000000005,0.0002030599999898186,0.16966338603405243,-0.046715585990865005,0.0,0.45495199577669093,0.14110756175546363,0.0,0.0,0.4635312650344524,0.5124926835375093,0.45495199577669093,0.4635312650344524,-2.9932516419785275e-05,7.727683833010857e-07,0.45495199577669093,0.4635312650344524,0.45495199577669093,0.4635312650344524,1.5,0.0,0.0
1.4000000000000006,0.0002094939999892631,0.6250525784343314,-0.1832851207049382,0.0,0.46243153232954887,0.14959073105716625,0.0,0.0,0.4890391102463396,0.5101569042379658,0.46243153232954887,0.4890391102463396,-2.9132293434136152e-05,8.192947587551057e-07,0.46243153232954887,0.4890391102463396,0.46243153232954887,0.4890391102463396,1.5,0.0,0.0
