timeStamp clearance
20230217_101817 0.07407335863643977
20230217_101763 0.04668581311205716
20230217_101805 0.05826567520612952
20230217_101811 0.06382715354900842
20230217_101761 0.05590934873650227
20230217_101804 -0.0013144246079097024
20230217_101822 0.37644136290646185
20230217_101812 0.0455551375275865
20230217_101810 0.3491499772503755
20230217_101760 0.5094876813495296
20230217_101807 0.03323100455607558
20230217_101759 -0.002673168233267963
20230217_101820 0.04748421709266698
20230217_101803 0.04802965866799619
20230217_101806 0.06591662289105987
20230217_101758 0.5375517461371461
20230217_101757 0.37319766663525483
20230217_101802 0.4796356429171969
20230217_101824 0.0529580618903836
20230217_101814 0.07121642200620854
20230217_101818 0.07086275918422141
20230217_101801 0.05163807359310241
20230217_101808 0.5162597016648612
20230217_101800 0.5396411182105864
20230217_101813 0.06811032313933635
20230217_101815 0.06373708755062552
20230217_101762 0.03873714592611871
20230217_101855 0.0635246333608635
20230217_101825 0.05922830622968528
20230217_101827 -0.0018400053115660833
