timeStamp clearance
20230216_145921 0.39047038790226934
20230216_144624 0.033633779626598914
20230216_150610 0.04902523758855876
20230216_144621 0.7096693366824861
20230216_144758 0.06286607102783576
20230216_182818 -0.0011409670880677117
20230216_145244 -0.0010007331777170383
20230216_150959 0.2652356966192205
20230216_144958 0.0594352968855017
20230216_182801 0.04861007157478564
20230216_145501 0.35672437723846856
20230216_182803 0.04464854857584161
20230216_145621 0.6004566488246034
20230216_145746 0.04585151787140279
20230216_144705 0.07007181878285457
20230216_150056 -0.0009989334506021455
20230216_151403 0.021431500836172346
20230216_182808 0.4898936716783629
20230216_150235 0.5159434906834534
20230216_144729 0.05359441852547436
20230216_144646 0.02979130411070624
20230216_145350 0.03750313889659823
20230216_145143 0.05481656082641556
20230216_151206 0.8495957189804649
20230216_150421 0.03877263176285478
20230216_144913 0.03494815352379527
20230216_150803 0.045151395058651234
20230216_144833 -0.0011028661677237586
20230216_144632 0.059722729737511304
20230216_145048 0.2966272992420988
