timeStamp clearance
20230216_182801 0.3679440502527099
20230216_145048 0.5248453089717467
20230216_144958 0.46272205878817135
20230216_145621 0.20577681677689813
20230216_145921 0.06445987478750964
20230216_182803 0.39558710403429137
20230216_145143 0.226666180760343
20230216_144621 0.6286329631405779
20230216_145501 0.4050419780027537
20230216_144646 0.48438132167204345
20230216_144833 0.22909419475924514
20230216_145746 0.24652209896817417
20230216_150421 0.2787398204712918
20230216_145350 0.4072326386345429
20230216_144758 0.3183514472159051
20230216_151403 0.336120495179779
20230216_150056 -0.001094065506648755
20230216_144729 0.38834270922915476
20230216_150235 -0.0009539972066960325
20230216_144632 0.4757006399748254
20230216_145244 0.2969993403896147
20230216_182808 0.19931002672906456
20230216_150610 0.34492630385135287
20230216_151206 0.2778944268034563
20230216_144624 0.18984765366542827
20230216_150803 0.13328130792316312
20230216_182818 0.42787537646549995
20230216_150959 0.18541909875765455
20230216_144913 0.5240950066128355
20230216_144705 0.4656403662392284
