timeStamp clearance
20230216_190336 -0.0010660274745385992
20230216_185042 0.30967492560713167
20230216_184132 0.31994415035679685
20230216_184024 0.5272198901360695
20230216_184334 0.4452447065182497
20230216_184414 0.37016897655304876
20230216_190533 0.4392613880359742
20230216_184734 0.24565847034680038
20230216_185714 0.3740806787035516
20230216_184258 0.1677306935447404
20230216_184022 0.27362945804664224
20230216_184547 0.3024238035043883
20230216_184833 0.22797809588608625
20230216_184110 0.4506136613228993
20230216_184638 0.52535298014532
20230216_190730 0.20166884258141154
20230216_184157 0.4579885142963683
20230216_184459 0.2449793029019101
20230216_184030 0.11596788521030527
20230216_184935 -0.0010418466155963082
20230216_184040 0.2408016435973302
20230216_185306 0.2605813725400378
20230216_185152 0.12394388110108207
20230216_184225 0.20168448426591518
20230216_184053 0.46326283397885054
20230216_190154 0.3056708179908319
20230216_185426 0.39324176166053243
20230216_190017 0.21716159060664592
20230216_185844 0.4961868384627986
20230216_185548 0.18080433454458106
