timeStamp clearance
20230216_184414 0.18927577838344195
20230216_184040 0.0792695115267889
20230216_184157 0.39090356350388583
20230216_184110 0.36078768226092134
20230216_185042 0.2531537159460266
20230216_184258 0.41661072520862136
20230216_185844 0.46806596722188903
20230216_190154 0.08537232399916345
20230216_184638 0.4006244348606179
20230216_184053 0.4056483565517837
20230216_185152 0.42382199256371106
20230216_185548 0.06676759124737003
20230216_184459 0.23219649760805866
20230216_185714 0.2333666881014685
20230216_184022 0.08237249312689093
20230216_184547 0.04007885219349255
20230216_185306 0.6085795839131948
20230216_190336 0.32997022179697383
20230216_190017 0.3894057668490452
20230216_184030 0.08448064414610285
20230216_184132 0.26495763666665323
20230216_184334 0.3676888709564606
20230216_185426 0.5026117559709004
20230216_184225 0.46144096122928496
20230216_184734 0.05926683096406121
20230216_190533 0.2789820661199423
20230216_184024 0.45636666460555425
20230216_184935 0.3425757516384012
20230216_190730 0.18501619872095937
20230216_184833 0.07914018487412672
