t,t_planning,a0,a1,a2,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,q2,q2dot,fk2_x,fk2_y,fk3_x,fk3_y,obst_0_0_0,obst_0_1_0,obst_0_2_0
0.0,0.00046649499927298166,-5.608927619249471e-06,0.0013381347116222422,0.0,-0.06047993818631462,0.4006399212200905,0.0,0.0,0.398115595223613,0.0013213347240163533,-0.06047993818631462,0.398115595223613,-8.775913719853194e-06,-0.00017551753912826786,-0.06047993818631462,0.398115595223613,-0.06047993818631462,0.398115595223613,1.5,0.0,0.0
0.05,0.0005370109975046944,-0.013589561461716138,0.06789853204662462,0.0,-0.03547995220863373,0.49999971955361905,0.0,0.0,0.4031189405603538,0.10006690673558144,-0.03547995220863373,0.4031189405603538,2.5158341978382104e-07,2.7031027896693744e-06,-0.03547995220863373,0.4031189405603538,-0.03547995220863373,0.4031189405603538,1.5,0.0,0.0
0.1,0.0003362259994901251,-0.014654864291583802,0.07072253087736192,0.0,-0.010513940134607075,0.4993202414805332,0.0,0.0,0.4082920322272495,0.10346183333791278,-0.010513940134607075,0.4082920322272495,3.2574158503082695e-07,2.699444325727198e-06,-0.010513940134607075,0.4082920322272495,-0.010513940134607075,0.4082920322272495,1.5,0.0,0.0
0.15000000000000002,0.00046053199912421405,-0.015714320763506817,0.07322168352726127,0.0,0.014415434778690627,0.49858749826595405,0.0,0.0,0.41364193022133866,0.10699795988178096,0.014415434778690627,0.41364193022133866,3.949352255110952e-07,2.6954992237063735e-06,0.014415434778690627,0.41364193022133866,0.014415434778690627,0.41364193022133866,1.5,0.0,0.0
0.2,0.0003168500006722752,-0.016703615284274664,0.07513794351366877,0.0,0.03930552389007955,0.4978017822277787,0.0,0.0,0.4191748824242455,0.1106590440581441,0.03930552389007955,0.4191748824242455,4.591762442634383e-07,2.6912689263627915e-06,0.03930552389007955,0.4191748824242455,0.03930552389007955,0.4191748824242455,1.5,0.0,0.0
0.25,0.0005358200032787863,-0.017508541098230135,0.07604503024727495,0.0,0.06415385396325775,0.49696660146356497,0.0,0.0,0.42489567948593676,0.11441594123382762,0.06415385396325775,0.42489567948593676,5.187652927001824e-07,2.6867720911142266e-06,0.06415385396325775,0.42489567948593676,0.06415385396325775,0.42489567948593676,1.5,0.0,0.0
0.3,0.000542318000952946,-0.017910791987274854,0.07515759558692613,0.0,0.08895841268369038,0.49609117440865347,0.0,0.0,0.4308065891232467,0.11821819274619143,0.08895841268369038,0.4308065891232467,5.745165659654795e-07,2.6820579698164064e-06,0.08895841268369038,0.4308065891232467,0.08895841268369038,0.4308065891232467,1.5,0.0,0.0
0.35,0.0003247219974582549,0.003236258926526854,-0.013138732002896579,0.0,0.113718194424155,0.49519563480928974,0.0,0.0,0.4369053927495233,0.1219760725255378,0.113718194424155,0.4369053927495233,6.2822658051081e-07,2.6772343532779835e-06,0.113718194424155,0.4369053927495233,0.113718194424155,0.4369053927495233,1.5,0.0,0.0
0.39999999999999997,0.0004174370005785022,0.003863289193288773,-0.01577440477726085,0.0,0.13848606681193587,0.4953574477556161,0.0,0.0,0.4429713495457928,0.12131913592539316,0.13848606681193587,0.4429713495457928,7.766145588673615e-07,2.678111470441134e-06,0.13848606681193587,0.4429713495457928,0.13848606681193587,0.4429713495457928,1.5,0.0,0.0
0.44999999999999996,0.0003295269998488948,0.004567174470850994,-0.018777774852948115,0.0,0.1632635974226998,0.4955506122152805,0.0,0.0,0.4489978703301197,0.12053041568653032,0.1632635974226998,0.4489978703301197,9.278608771939049e-07,2.6791587108268592e-06,0.1632635974226998,0.4489978703301197,0.1632635974226998,0.4489978703301197,1.5,0.0,0.0
