t,t_planning,a0,a1,a2,q0,q0dot,fk0_x,fk0_y,q1,q1dot,fk1_x,fk1_y,fk2_x,fk2_y,goal_0_0,goal_1_0
0.0,0.0053158539994910825,0.9942006663902635,1.6753507834767158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1973702455471544,5.1185165787481575
0.05,0.002094162002322264,0.19084167034886823,0.2575929448665827,0.0,0.0024855016659756585,0.04971003331951318,0.0,0.0,0.0041883769586918106,0.08376753917383623,0.0024855016659756585,0.0041883769586918106,0.0024855016659756585,0.0041883769586918106,3.1973702455471544,5.1185165787481575
0.1,0.0021027170005254447,0.17951492450865913,0.26305063958232155,0.0,0.005448107507823489,0.059252116836956595,0.0,0.0,0.00902073627955196,0.09664718641716556,0.005448107507823489,0.00902073627955196,0.005448107507823489,0.00902073627955196,3.1973702455471544,5.1185165787481575
0.15000000000000002,0.002097207001497736,0.1745936781667189,0.26487390214893936,0.0,0.008859500660942963,0.06822786306238955,0.0,0.0,0.014510722199368168,0.10979971839628185,0.008859500660942963,0.014510722199368168,0.008859500660942963,0.014510722199368168,3.1973702455471544,5.1185165787481575
0.2,0.0019890660005330574,0.17197951478434537,0.26526267284066796,0.0,0.012707378009479232,0.0769575469707255,0.0,0.0,0.02066289287455698,0.12304341350372906,0.012707378009479232,0.02066289287455698,0.012707378009479232,0.02066289287455698,3.1973702455471544,5.1185165787481575
0.25,0.0019881859989254735,0.16609878849675197,0.26379227659908633,0.0,0.016985204144976358,0.08555652270994277,0.0,0.0,0.027478220231847778,0.13630654714576274,0.016985204144976358,0.027478220231847778,0.016985204144976358,0.027478220231847778,3.1973702455471544,5.1185165787481575
0.3,0.002043987002252834,0.16535975098496053,0.2627329563630658,0.0,0.021678277251715342,0.09386146213478036,0.0,0.0,0.0349530282806365,0.14949616097571736,0.021678277251715342,0.0349530282806365,0.021678277251715342,0.0349530282806365,3.1973702455471544,5.1185165787481575
0.35,0.001999765998334624,0.16460893078378352,0.26159325714078474,0.0,0.026784749735916758,0.10212944968402839,0.0,0.0,0.0430846687203332,0.162632808793871,0.026784749735916758,0.0430846687203332,0.026784749735916758,0.0430846687203332,3.1973702455471544,5.1185165787481575
0.39999999999999997,0.002040514002146665,0.1639464491077366,0.26041379093268113,0.0,0.03230274454707765,0.11035989622321757,0.0,0.0,0.051870292302882065,0.17571247165091058,0.03230274454707765,0.051870292302882065,0.03230274454707765,0.051870292302882065,3.1973702455471544,5.1185165787481575
0.44999999999999996,0.0019393359980313107,0.1632557173105551,0.2591796120096348,0.0,0.03823060548100792,0.1185572186786044,0.0,0.0,0.06130695036276299,0.18873316119754502,0.03823060548100792,0.06130695036276299,0.03823060548100792,0.06130695036276299,3.1973702455471544,5.1185165787481575
